Recording,Recorder,Date,Time,Path,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat
G03_20180511_120000,G03,2018/05/11,12:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_120000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_121600,G03,2018/05/11,12:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_121600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_123200,G03,2018/05/11,12:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_123200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_124800,G03,2018/05/11,12:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_124800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_130400,G03,2018/05/11,13:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_130400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_132000,G03,2018/05/11,13:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_132000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_133600,G03,2018/05/11,13:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_133600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_135200,G03,2018/05/11,13:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_135200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_140800,G03,2018/05/11,14:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_140800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_142400,G03,2018/05/11,14:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_142400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_144000,G03,2018/05/11,14:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_144000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_145600,G03,2018/05/11,14:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_145600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_151200,G03,2018/05/11,15:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_151200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_152800,G03,2018/05/11,15:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_152800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_154400,G03,2018/05/11,15:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_154400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_160000,G03,2018/05/11,16:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_160000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_161600,G03,2018/05/11,16:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_161600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_163200,G03,2018/05/11,16:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_163200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_164800,G03,2018/05/11,16:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_164800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_200000,G03,2018/05/11,20:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_200000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_201600,G03,2018/05/11,20:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_201600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_203200,G03,2018/05/11,20:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_203200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_204800,G03,2018/05/11,20:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_204800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_210400,G03,2018/05/11,21:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_210400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_212000,G03,2018/05/11,21:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_212000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_213600,G03,2018/05/11,21:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_213600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_215200,G03,2018/05/11,21:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_215200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_220800,G03,2018/05/11,22:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_220800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_222400,G03,2018/05/11,22:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_222400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_224000,G03,2018/05/11,22:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_224000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_225600,G03,2018/05/11,22:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_225600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_231200,G03,2018/05/11,23:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_231200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_232800,G03,2018/05/11,23:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_232800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180511_234400,G03,2018/05/11,23:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180511_234400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_000000,G03,2018/05/12,00:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_000000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_001600,G03,2018/05/12,00:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_001600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_003200,G03,2018/05/12,00:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_003200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_004800,G03,2018/05/12,00:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_004800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_010400,G03,2018/05/12,01:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_010400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_012000,G03,2018/05/12,01:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_012000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_013600,G03,2018/05/12,01:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_013600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_015200,G03,2018/05/12,01:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_015200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_020800,G03,2018/05/12,02:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_020800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_022400,G03,2018/05/12,02:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_022400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_024000,G03,2018/05/12,02:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_024000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_025600,G03,2018/05/12,02:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_025600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_031200,G03,2018/05/12,03:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_031200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_032800,G03,2018/05/12,03:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_032800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_034400,G03,2018/05/12,03:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_034400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_040000,G03,2018/05/12,04:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_040000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_041600,G03,2018/05/12,04:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_041600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_043200,G03,2018/05/12,04:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_043200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_044800,G03,2018/05/12,04:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_044800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_080000,G03,2018/05/12,08:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_080000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_081600,G03,2018/05/12,08:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_081600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_083200,G03,2018/05/12,08:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_083200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_084800,G03,2018/05/12,08:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_084800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_090400,G03,2018/05/12,09:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_090400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_092000,G03,2018/05/12,09:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_092000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_093600,G03,2018/05/12,09:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_093600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_095200,G03,2018/05/12,09:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_095200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_100800,G03,2018/05/12,10:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_100800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_102400,G03,2018/05/12,10:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_102400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_104000,G03,2018/05/12,10:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_104000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_105600,G03,2018/05/12,10:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_105600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_111200,G03,2018/05/12,11:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_111200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_112800,G03,2018/05/12,11:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_112800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_114400,G03,2018/05/12,11:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_114400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_120000,G03,2018/05/12,12:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_120000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_121600,G03,2018/05/12,12:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_121600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_123200,G03,2018/05/12,12:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_123200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_124800,G03,2018/05/12,12:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_124800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_130400,G03,2018/05/12,13:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_130400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_132000,G03,2018/05/12,13:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_132000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_133600,G03,2018/05/12,13:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_133600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_135200,G03,2018/05/12,13:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_135200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_140800,G03,2018/05/12,14:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_140800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_142400,G03,2018/05/12,14:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_142400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_144000,G03,2018/05/12,14:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_144000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_145600,G03,2018/05/12,14:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_145600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_151200,G03,2018/05/12,15:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_151200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_152800,G03,2018/05/12,15:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_152800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_154400,G03,2018/05/12,15:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_154400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_160000,G03,2018/05/12,16:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_160000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_161600,G03,2018/05/12,16:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_161600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_163200,G03,2018/05/12,16:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_163200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_164800,G03,2018/05/12,16:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_164800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_200000,G03,2018/05/12,20:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_200000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_201600,G03,2018/05/12,20:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_201600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_203200,G03,2018/05/12,20:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_203200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_204800,G03,2018/05/12,20:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_204800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_210400,G03,2018/05/12,21:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_210400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_212000,G03,2018/05/12,21:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_212000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_213600,G03,2018/05/12,21:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_213600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_215200,G03,2018/05/12,21:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_215200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_220800,G03,2018/05/12,22:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_220800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_222400,G03,2018/05/12,22:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_222400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_224000,G03,2018/05/12,22:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_224000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_225600,G03,2018/05/12,22:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_225600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_231200,G03,2018/05/12,23:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_231200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_232800,G03,2018/05/12,23:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_232800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180512_234400,G03,2018/05/12,23:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180512_234400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_000000,G03,2018/05/13,00:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_000000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_001600,G03,2018/05/13,00:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_001600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_003200,G03,2018/05/13,00:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_003200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_004800,G03,2018/05/13,00:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_004800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_010400,G03,2018/05/13,01:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_010400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_012000,G03,2018/05/13,01:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_012000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_013600,G03,2018/05/13,01:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_013600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_015200,G03,2018/05/13,01:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_015200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_020800,G03,2018/05/13,02:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_020800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_022400,G03,2018/05/13,02:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_022400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_024000,G03,2018/05/13,02:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_024000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_025600,G03,2018/05/13,02:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_025600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_031200,G03,2018/05/13,03:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_031200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_032800,G03,2018/05/13,03:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_032800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_034400,G03,2018/05/13,03:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_034400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_040000,G03,2018/05/13,04:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_040000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_041600,G03,2018/05/13,04:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_041600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_043200,G03,2018/05/13,04:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_043200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_044800,G03,2018/05/13,04:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_044800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_080000,G03,2018/05/13,08:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_080000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_081600,G03,2018/05/13,08:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_081600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_083200,G03,2018/05/13,08:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_083200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_084800,G03,2018/05/13,08:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_084800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_090400,G03,2018/05/13,09:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_090400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_092000,G03,2018/05/13,09:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_092000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_093600,G03,2018/05/13,09:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_093600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_095200,G03,2018/05/13,09:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_095200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_100800,G03,2018/05/13,10:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_100800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_102400,G03,2018/05/13,10:24:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_102400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_104000,G03,2018/05/13,10:40:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_104000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_105600,G03,2018/05/13,10:56:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_105600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_111200,G03,2018/05/13,11:12:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_111200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_112800,G03,2018/05/13,11:28:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_112800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_114400,G03,2018/05/13,11:44:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_114400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_120000,G03,2018/05/13,12:00:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_120000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_121600,G03,2018/05/13,12:16:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_121600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_123200,G03,2018/05/13,12:32:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_123200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_124800,G03,2018/05/13,12:48:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_124800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_130400,G03,2018/05/13,13:04:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_130400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_132000,G03,2018/05/13,13:20:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_132000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_133600,G03,2018/05/13,13:36:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_133600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_135200,G03,2018/05/13,13:52:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_135200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
G03_20180513_140800,G03,2018/05/13,14:08:00,/content/drive/MyDrive/Jaguas_2018/G03_m/G03_20180513_140800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest
