Recording,Cluster
G46_20180627_232800,1
G46_20180627_234400,1
G46_20180628_000000,1
G46_20180628_001600,1
G46_20180628_003200,1
G46_20180628_004800,2
G46_20180628_010400,1
G46_20180628_012000,2
G46_20180628_013600,2
G46_20180628_015200,1
G46_20180628_020800,2
G46_20180628_022400,1
G46_20180628_024000,2
G46_20180628_025600,1
G46_20180628_031200,1
G46_20180628_032800,1
G46_20180628_034400,1
G46_20180628_040000,2
G46_20180628_041600,1
G46_20180628_043200,1
G46_20180628_044800,1
G46_20180628_080000,1
G46_20180628_081600,2
G46_20180628_083200,2
G46_20180628_084800,1
G46_20180628_090400,2
G46_20180628_092000,1
G46_20180628_093600,1
G46_20180628_095200,1
G46_20180628_100800,1
G46_20180628_102400,1
G46_20180628_104000,1
G46_20180628_105600,1
G46_20180628_111200,1
G46_20180628_112800,2
G46_20180628_114400,1
G46_20180628_120000,1
G46_20180628_121600,1
G46_20180628_123200,1
G46_20180628_124800,2
G46_20180628_130400,1
G46_20180628_132000,2
G46_20180628_133600,2
G46_20180628_135200,1
G46_20180628_140800,1
G46_20180628_142400,2
G46_20180628_144000,1
G46_20180628_145600,1
G46_20180628_151200,1
G46_20180628_152800,2
G46_20180628_154400,2
G46_20180628_160000,1
G46_20180628_161600,1
G46_20180628_163200,1
G46_20180628_164800,1
G46_20180628_200000,1
G46_20180628_201600,1
G46_20180628_203200,1
G46_20180628_204800,1
G46_20180628_210400,1
G46_20180628_212000,1
G46_20180628_213600,2
G46_20180628_215200,2
G46_20180628_220800,1
G46_20180628_222400,1
G46_20180628_224000,2
G46_20180628_225600,1
G46_20180628_231200,1
G46_20180628_232800,2
G46_20180628_234400,1
G46_20180629_000000,2
G46_20180629_001600,1
G46_20180629_003200,1
G46_20180629_004800,1
G46_20180629_010400,2
G46_20180629_012000,1
G46_20180629_013600,1
G46_20180629_015200,1
G46_20180629_020800,1
G46_20180629_022400,1
G46_20180629_024000,1
G46_20180629_025600,1
G46_20180629_031200,1
G46_20180629_032800,1
G46_20180629_034400,1
G46_20180629_040000,2
G46_20180629_041600,1
G46_20180629_043200,1
G46_20180629_044800,1
G46_20180629_080000,1
G46_20180629_081600,2
G46_20180629_083200,1
G46_20180629_084800,1
G46_20180629_090400,2
G46_20180629_092000,1
G46_20180629_093600,2
G46_20180629_095200,1
G46_20180629_100800,1
G46_20180629_102400,1
G46_20180629_104000,2
G46_20180629_105600,1
G46_20180629_111200,1
G46_20180629_112800,2
G46_20180629_114400,1
G46_20180629_120000,2
G46_20180629_121600,1
G46_20180629_123200,1
G46_20180629_124800,1
G46_20180629_130400,1
G46_20180629_132000,1
G46_20180629_133600,1
G46_20180629_135200,2
G46_20180629_140800,1
G46_20180629_142400,2
G46_20180629_144000,2
G46_20180629_145600,1
G46_20180629_151200,1
G46_20180629_152800,1
G46_20180629_154400,1
G46_20180629_160000,1
G46_20180629_161600,1
G46_20180629_163200,1
G46_20180629_164800,1
G46_20180629_200000,2
G46_20180629_201600,1
G46_20180629_203200,1
G46_20180629_204800,2
G46_20180629_210400,1
G46_20180629_212000,1
G46_20180629_213600,2
G46_20180629_215200,1
G46_20180629_220800,1
G46_20180629_222400,2
G46_20180629_224000,1
G46_20180629_225600,1
G46_20180629_231200,1
G46_20180629_232800,1
G46_20180629_234400,1
G46_20180630_000000,2
G46_20180630_001600,1
G46_20180630_003200,1
G46_20180630_004800,1
G46_20180630_010400,2
G46_20180630_012000,1
G46_20180630_013600,1
G46_20180630_015200,1
G46_20180630_020800,1
G46_20180630_022400,2
G46_20180630_024000,1
G46_20180630_025600,1
G46_20180630_031200,1
G46_20180630_032800,1
G46_20180630_034400,3
G46_20180630_040000,1
G46_20180630_041600,1
G46_20180630_043200,2
G46_20180630_044800,2
G46_20180630_080000,1
G46_20180630_081600,1
G46_20180630_083200,1
G46_20180630_084800,1
G46_20180630_090400,1
G46_20180630_092000,1
G46_20180630_093600,1
G46_20180630_095200,2
G46_20180630_100800,2
G46_20180630_102400,1
G46_20180630_104000,2
G46_20180630_105600,1
G46_20180630_111200,2
G46_20180630_112800,1
G46_20180630_114400,1
G46_20180630_120000,1
G46_20180630_121600,2
G46_20180630_123200,1
G46_20180630_124800,1
G46_20180630_130400,1
G46_20180630_132000,1
G46_20180630_133600,2
G46_20180630_135200,1
G46_20180630_140800,2
G46_20180630_142400,1
G46_20180630_144000,1
G46_20180630_145600,1
G46_20180630_151200,1
G46_20180630_152800,1
G46_20180630_154400,1
G46_20180630_160000,2
G46_20180630_161600,1
G46_20180630_163200,1
G46_20180630_164800,1
G46_20180630_200000,1
G46_20180630_201600,1
G46_20180630_203200,1
G46_20180630_204800,1
G46_20180630_210400,2
G46_20180630_212000,3
G46_20180630_213600,1
G46_20180630_215200,1
G46_20180630_220800,1
G46_20180630_222400,1
G46_20180630_224000,1
G46_20180630_225600,2
G46_20180630_231200,1
G46_20180630_232800,1
G46_20180630_234400,1
G46_20180701_000000,1
G46_20180701_001600,1
G46_20180701_003200,1
G46_20180701_004800,1
G46_20180701_010400,1
G46_20180701_012000,1
G46_20180701_013600,1
G46_20180701_015200,1
G46_20180701_020800,1
G46_20180701_022400,1
G46_20180701_024000,1
G46_20180701_025600,1
G46_20180701_031200,1
G46_20180701_032800,1
G46_20180701_034400,1
G46_20180701_040000,1
G46_20180701_041600,1
G46_20180701_043200,2
G46_20180701_044800,2
G46_20180701_080000,1
G46_20180701_081600,1
G46_20180701_083200,1
G46_20180701_084800,1
G46_20180701_090400,1
G46_20180701_092000,1
G46_20180701_093600,1
G46_20180701_095200,1
G46_20180701_100800,2
G46_20180701_102400,1
G46_20180701_104000,2
G46_20180701_105600,1
G46_20180701_111200,1
G46_20180701_112800,1
G46_20180701_114400,2
G46_20180701_120000,1
G46_20180701_121600,3
G46_20180701_123200,1
G46_20180701_124800,1
G46_20180701_130400,1
G46_20180701_132000,2
G46_20180701_133600,2
G46_20180701_135200,1
G46_20180701_140800,1
G46_20180701_142400,3
G46_20180701_144000,1
G46_20180701_145600,1
G46_20180701_151200,1
G46_20180701_152800,1
G46_20180701_154400,1
G46_20180701_160000,1
G46_20180701_161600,2
G46_20180701_163200,2
G46_20180701_164800,2
G46_20180701_200000,2
G46_20180701_201600,1
G46_20180701_203200,1
G46_20180701_204800,1
G46_20180701_210400,1
G46_20180701_212000,1
G46_20180701_213600,1
G46_20180701_215200,1
G46_20180701_220800,1
G46_20180701_222400,1
G46_20180701_224000,1
G46_20180701_225600,1
G46_20180701_231200,1
G46_20180701_232800,1
G46_20180701_234400,1
G46_20180702_000000,2
G46_20180702_001600,2
G46_20180702_003200,1
G46_20180702_004800,1
G46_20180702_010400,1
G46_20180702_012000,1
G46_20180702_013600,1
G46_20180702_015200,1
G46_20180702_020800,1
G46_20180702_022400,1
G46_20180702_024000,1
G46_20180702_025600,2
G46_20180702_031200,2
G46_20180702_032800,2
G46_20180702_034400,1
G46_20180702_040000,1
G46_20180702_041600,1
G46_20180702_043200,1
G46_20180702_044800,1
G46_20180702_080000,1
G46_20180702_081600,1
G46_20180702_083200,2
G46_20180702_084800,1
G46_20180702_090400,1
G46_20180702_092000,1
G46_20180702_093600,3
G46_20180702_095200,2
G46_20180702_100800,1
G46_20180702_102400,1
G46_20180702_104000,2
G46_20180702_105600,2
G46_20180702_111200,1
G46_20180702_112800,1
G46_20180702_114400,1
G46_20180702_120000,2
G46_20180702_121600,1
G46_20180702_123200,2
G46_20180702_124800,1
G46_20180702_130400,1
G46_20180702_132000,1
G46_20180702_133600,1
G46_20180702_135200,1
G46_20180702_140800,1
G46_20180702_142400,1
G46_20180702_144000,2
G46_20180702_145600,2
G46_20180702_151200,1
G46_20180702_152800,2
G46_20180702_154400,1
G46_20180702_160000,1
G46_20180702_161600,1
G46_20180702_163200,2
G46_20180702_164800,1
G46_20180702_200000,1
G46_20180702_201600,2
G46_20180702_203200,1
G46_20180702_204800,1
G46_20180702_210400,2
G46_20180702_212000,1
G46_20180702_213600,2
G46_20180702_215200,1
G46_20180702_220800,1
G46_20180702_222400,2
G46_20180702_224000,1
G46_20180702_225600,1
G46_20180702_231200,2
G46_20180702_232800,1
G46_20180702_234400,1
G46_20180703_000000,2
G46_20180703_001600,1
G46_20180703_003200,1
G46_20180703_004800,2
G46_20180703_010400,1
G46_20180703_012000,1
G46_20180703_013600,1
G46_20180703_015200,1
G46_20180703_020800,2
G46_20180703_022400,1
G46_20180703_024000,1
G46_20180703_025600,1
G46_20180703_031200,1
G46_20180703_032800,1
G46_20180703_034400,1
G46_20180703_040000,1
G46_20180703_041600,2
G46_20180703_043200,1
G46_20180703_044800,2
G46_20180703_080000,1
G46_20180703_081600,2
G46_20180703_083200,1
G46_20180703_084800,1
G46_20180703_090400,1
G46_20180703_092000,1
G46_20180703_093600,1
G46_20180703_095200,2
G46_20180703_100800,1
G46_20180703_102400,2
G46_20180703_104000,1
G46_20180703_105600,1
G46_20180703_111200,1
G46_20180703_112800,1
G46_20180703_114400,2
G46_20180703_120000,2
G46_20180703_121600,1
G46_20180703_123200,1
G46_20180703_124800,1
G46_20180703_130400,2
G46_20180703_132000,1
G46_20180703_133600,2
G46_20180703_135200,1
G46_20180703_140800,1
G46_20180703_142400,1
G46_20180703_144000,1
G46_20180703_145600,2
G46_20180703_151200,1
G46_20180703_152800,1
G46_20180703_154400,2
G46_20180703_160000,1
G46_20180703_161600,2
G46_20180703_163200,1
G46_20180703_164800,2
G46_20180703_200000,1
G46_20180703_201600,2
G46_20180703_203200,1
G46_20180703_204800,1
G46_20180703_210400,1
G46_20180703_212000,1
G46_20180703_213600,1
G46_20180703_215200,1
G46_20180703_220800,1
G46_20180703_222400,1
G46_20180703_224000,1
G46_20180703_225600,1
G46_20180703_231200,1
G46_20180703_232800,1
G46_20180703_234400,1
G46_20180704_000000,2
G46_20180704_001600,1
G46_20180704_003200,1
G46_20180704_004800,1
G46_20180704_010400,2
G46_20180704_012000,1
G46_20180704_013600,1
G46_20180704_015200,1
G46_20180704_020800,1
G46_20180704_022400,1
G46_20180704_024000,1
G46_20180704_025600,1
G46_20180704_031200,1
G46_20180704_032800,2
G46_20180704_034400,1
G46_20180704_040000,1
G46_20180704_041600,1
G46_20180704_043200,1
G46_20180704_044800,1
G46_20180704_080000,2
G46_20180704_081600,1
G46_20180704_083200,1
G46_20180704_084800,1
G46_20180704_090400,1
G46_20180704_092000,1
G46_20180704_093600,1
G46_20180704_095200,1
G46_20180704_100800,1
G46_20180704_102400,1
G46_20180704_104000,2
G46_20180704_105600,2
G46_20180626_170000,1
G46_20180626_171500,2
G46_20180626_173000,1
G46_20180626_180000,1
G46_20180626_174500,1
G46_20180626_183000,1
G46_20180626_181500,1
G46_20180626_184500,1
G46_20180626_190000,2
G46_20180626_191500,1
G46_20180626_194500,2
G46_20180626_193000,1
G46_20180627_051500,1
G46_20180627_050000,2
G46_20180627_054500,1
G46_20180627_053000,1
G46_20180627_060000,2
G46_20180627_061500,1
G46_20180627_063000,1
G46_20180627_064500,1
G46_20180627_071500,1
G46_20180627_070000,2
G46_20180627_073000,1
G46_20180627_170000,1
G46_20180627_074500,1
G46_20180627_171500,2
G46_20180627_173000,1
G46_20180627_180000,1
G46_20180627_174500,1
G46_20180627_183000,2
G46_20180627_181500,1
G46_20180627_190000,1
G46_20180627_184500,1
G46_20180627_191500,1
G46_20180627_193000,1
G46_20180627_194500,1
G46_20180628_051500,1
G46_20180628_050000,1
G46_20180628_053000,1
G46_20180628_054500,2
G46_20180628_060000,1
G46_20180628_061500,1
G46_20180628_063000,1
G46_20180628_064500,2
G46_20180628_071500,1
G46_20180628_070000,1
G46_20180628_074500,2
G46_20180628_073000,2
G46_20180628_170000,1
G46_20180628_171500,2
G46_20180628_173000,1
G46_20180628_180000,2
G46_20180628_174500,2
G46_20180628_181500,1
G46_20180628_183000,2
G46_20180628_184500,1
G46_20180628_190000,1
G46_20180628_191500,1
G46_20180628_193000,1
G46_20180629_050000,1
G46_20180628_194500,1
G46_20180629_053000,1
G46_20180629_051500,1
G46_20180629_054500,1
G46_20180629_061500,1
G46_20180629_060000,2
G46_20180629_064500,2
G46_20180629_063000,1
G46_20180629_070000,2
G46_20180629_071500,2
G46_20180629_073000,1
G46_20180629_074500,1
G46_20180629_171500,2
G46_20180629_170000,2
G46_20180629_174500,2
G46_20180629_173000,2
G46_20180629_181500,2
G46_20180629_180000,1
G46_20180629_183000,1
G46_20180629_190000,1
G46_20180629_184500,1
G46_20180629_193000,2
G46_20180629_191500,1
G46_20180629_194500,1
G46_20180630_050000,1
G46_20180630_051500,2
G46_20180630_053000,1
G46_20180630_054500,2
G46_20180630_061500,2
G46_20180630_060000,1
G46_20180630_063000,2
G46_20180630_064500,2
G46_20180630_071500,1
G46_20180630_070000,1
G46_20180630_073000,2
G46_20180630_074500,1
G46_20180630_170000,1
G46_20180630_171500,1
G46_20180630_173000,1
G46_20180630_180000,2
G46_20180630_174500,1
G46_20180630_183000,1
G46_20180630_181500,2
G46_20180630_184500,1
G46_20180630_190000,1
G46_20180630_191500,1
G46_20180630_194500,1
G46_20180630_193000,1
G46_20180701_050000,1
G46_20180701_051500,1
G46_20180701_053000,1
G46_20180701_054500,1
G46_20180701_060000,1
G46_20180701_061500,2
G46_20180701_063000,1
G46_20180701_064500,1
G46_20180701_070000,2
G46_20180701_071500,2
G46_20180701_073000,1
G46_20180701_170000,1
G46_20180701_074500,1
G46_20180701_173000,1
G46_20180701_171500,1
G46_20180701_174500,2
G46_20180701_180000,1
G46_20180701_183000,1
G46_20180701_181500,2
G46_20180701_184500,1
G46_20180701_190000,1
G46_20180701_191500,2
G46_20180701_193000,1
G46_20180701_194500,2
G46_20180702_051500,1
G46_20180702_050000,1
G46_20180702_053000,2
G46_20180702_054500,1
G46_20180702_060000,1
G46_20180702_061500,1
G46_20180702_064500,2
G46_20180702_063000,2
G46_20180702_070000,1
G46_20180702_071500,1
G46_20180702_074500,2
G46_20180702_073000,1
G46_20180702_170000,2
G46_20180702_171500,1
G46_20180702_173000,1
G46_20180702_180000,2
G46_20180702_174500,1
G46_20180702_183000,1
G46_20180702_181500,1
G46_20180702_184500,1
G46_20180702_190000,1
G46_20180702_191500,2
G46_20180702_193000,1
G46_20180703_050000,1
G46_20180702_194500,1
G46_20180703_051500,1
G46_20180703_053000,1
G46_20180703_054500,1
G46_20180703_060000,1
G46_20180703_061500,2
G46_20180703_064500,1
G46_20180703_063000,2
G46_20180703_070000,1
G46_20180703_071500,1
G46_20180703_073000,1
G46_20180703_074500,1
G46_20180703_170000,1
G46_20180703_173000,1
G46_20180703_171500,1
G46_20180703_174500,1
G46_20180703_180000,1
G46_20180703_181500,2
G46_20180703_183000,2
G46_20180703_184500,1
G46_20180703_190000,1
G46_20180703_193000,1
G46_20180703_191500,1
G46_20180704_050000,2
G46_20180703_194500,1
G46_20180704_051500,2
G46_20180704_054500,1
G46_20180704_053000,1
G46_20180704_060000,1
G46_20180704_061500,1
G46_20180704_063000,1
G46_20180704_064500,1
G46_20180704_070000,1
G46_20180704_071500,1
G46_20180704_073000,1
G46_20180704_074500,1
G47_20180625_200000,1
G47_20180625_201600,1
G47_20180625_203200,1
G47_20180625_204800,2
G47_20180625_210400,1
G47_20180625_212000,2
G47_20180625_213600,1
G47_20180625_215200,1
G47_20180625_220800,2
G47_20180625_222400,1
G47_20180625_224000,1
G47_20180625_225600,1
G47_20180625_231200,1
G47_20180625_232800,2
G47_20180625_234400,2
G47_20180626_000000,1
G47_20180626_001600,1
G47_20180626_003200,2
G47_20180626_004800,1
G47_20180626_010400,1
G47_20180626_012000,1
G47_20180626_013600,1
G47_20180626_015200,1
G47_20180626_020800,1
G47_20180626_022400,1
G47_20180626_024000,2
G47_20180626_025600,2
G47_20180626_031200,2
G47_20180626_032800,1
G47_20180626_034400,1
G47_20180626_040000,3
G47_20180626_041600,1
G47_20180626_043200,1
G47_20180626_044800,1
G47_20180626_080000,1
G47_20180626_081600,1
G47_20180626_083200,1
G47_20180626_084800,1
G47_20180626_090400,1
G47_20180626_092000,1
G47_20180626_093600,1
G47_20180626_095200,1
G47_20180626_100800,1
G47_20180626_102400,1
G47_20180626_104000,1
G47_20180626_105600,1
G47_20180626_111200,2
G47_20180626_112800,2
G47_20180626_114400,1
G47_20180626_120000,2
G47_20180626_121600,2
G47_20180626_123200,1
G47_20180626_124800,1
G47_20180626_130400,2
G47_20180626_132000,2
G47_20180626_133600,1
G47_20180626_135200,1
G47_20180626_140800,2
G47_20180626_142400,1
G47_20180626_144000,2
G47_20180626_145600,1
G47_20180626_151200,1
G47_20180626_152800,1
G47_20180626_154400,2
G47_20180626_160000,1
G47_20180626_161600,1
G47_20180626_163200,2
G47_20180626_164800,1
G47_20180626_200000,1
G47_20180626_201600,1
G47_20180626_203200,1
G47_20180626_204800,2
G47_20180626_210400,1
G47_20180626_212000,1
G47_20180626_213600,2
G47_20180626_215200,1
G47_20180626_220800,1
G47_20180626_222400,1
G47_20180626_224000,1
G47_20180626_225600,2
G47_20180626_231200,1
G47_20180626_232800,1
G47_20180626_234400,1
G47_20180627_000000,1
G47_20180627_001600,1
G47_20180627_003200,1
G47_20180627_004800,2
G47_20180627_010400,1
G47_20180627_012000,2
G47_20180627_013600,2
G47_20180627_015200,2
G47_20180627_020800,2
G47_20180627_022400,1
G47_20180627_024000,1
G47_20180627_025600,1
G47_20180627_031200,1
G47_20180627_032800,1
G47_20180627_034400,2
G47_20180627_040000,2
G47_20180627_041600,1
G47_20180627_043200,1
G47_20180627_044800,1
G47_20180627_080000,1
G47_20180627_081600,1
G47_20180627_083200,2
G47_20180627_084800,1
G47_20180627_090400,2
G47_20180627_092000,1
G47_20180627_093600,1
G47_20180627_095200,2
G47_20180627_100800,2
G47_20180627_102400,2
G47_20180627_104000,1
G47_20180627_105600,1
G47_20180627_111200,1
G47_20180627_112800,1
G47_20180627_114400,1
G47_20180627_120000,1
G47_20180627_121600,1
G47_20180627_123200,1
G47_20180627_124800,1
G47_20180627_130400,1
G47_20180627_132000,2
G47_20180627_133600,2
G47_20180627_135200,1
G47_20180627_140800,1
G47_20180627_142400,2
G47_20180627_144000,2
G47_20180627_145600,1
G47_20180627_151200,2
G47_20180627_152800,1
G47_20180627_154400,2
G47_20180627_160000,1
G47_20180627_161600,1
G47_20180627_163200,2
G47_20180627_164800,1
G47_20180627_200000,1
G47_20180627_201600,1
G47_20180627_203200,1
G47_20180627_204800,1
G47_20180627_210400,1
G47_20180627_212000,1
G47_20180627_213600,1
G47_20180627_215200,2
G47_20180627_220800,1
G47_20180627_222400,2
G47_20180627_224000,2
G47_20180627_225600,1
G47_20180627_231200,2
G47_20180627_232800,2
G47_20180627_234400,1
G47_20180628_000000,1
G47_20180628_001600,1
G47_20180628_003200,2
G47_20180628_004800,1
G47_20180628_010400,1
G47_20180628_012000,2
G47_20180628_013600,2
G47_20180628_015200,2
G47_20180628_020800,1
G47_20180628_022400,1
G47_20180628_024000,1
G47_20180628_025600,1
G47_20180628_031200,1
G47_20180628_032800,1
G47_20180628_034400,1
G47_20180628_040000,1
G47_20180628_041600,2
G47_20180628_043200,1
G47_20180628_044800,1
G47_20180628_080000,1
G47_20180628_081600,1
G47_20180628_083200,1
G47_20180628_084800,1
G47_20180628_090400,1
G47_20180628_092000,1
G47_20180628_093600,1
G47_20180628_095200,1
G47_20180628_100800,1
G47_20180628_102400,1
G47_20180628_104000,1
G47_20180628_105600,2
G47_20180628_111200,1
G47_20180628_112800,2
G47_20180628_114400,1
G47_20180628_120000,1
G47_20180628_121600,1
G47_20180628_123200,1
G47_20180628_124800,1
G47_20180628_130400,1
G47_20180628_132000,1
G47_20180628_133600,1
G47_20180628_135200,2
G47_20180628_140800,1
G47_20180628_142400,1
G47_20180628_144000,1
G47_20180628_145600,1
G47_20180628_151200,1
G47_20180628_152800,1
G47_20180628_154400,2
G47_20180628_160000,2
G47_20180628_161600,1
G47_20180628_163200,1
G47_20180628_164800,2
G47_20180628_200000,2
G47_20180628_201600,2
G47_20180628_203200,1
G47_20180628_204800,1
G47_20180628_210400,1
G47_20180628_212000,1
G47_20180628_213600,2
G47_20180628_215200,2
G47_20180628_220800,1
G47_20180628_222400,1
G47_20180628_224000,2
G47_20180628_225600,1
G47_20180628_231200,1
G47_20180628_232800,2
G47_20180628_234400,1
G47_20180629_000000,2
G47_20180629_001600,1
G47_20180629_003200,1
G47_20180629_004800,1
G47_20180629_010400,1
G47_20180629_012000,1
G47_20180629_013600,1
G47_20180629_015200,1
G47_20180629_020800,2
G47_20180629_022400,2
G47_20180629_024000,2
G47_20180629_025600,2
G47_20180629_031200,1
G47_20180629_032800,1
G47_20180629_034400,2
G47_20180629_040000,1
G47_20180629_041600,1
G47_20180629_043200,2
G47_20180629_044800,2
G47_20180629_080000,2
G47_20180629_081600,1
G47_20180629_083200,2
G47_20180629_084800,1
G47_20180629_090400,1
G47_20180629_092000,1
G47_20180629_093600,1
G47_20180629_095200,2
G47_20180629_100800,2
G47_20180629_102400,1
G47_20180629_104000,3
G47_20180629_105600,1
G47_20180629_111200,1
G47_20180629_112800,3
G47_20180629_114400,2
G47_20180629_120000,2
G47_20180629_121600,1
G47_20180629_123200,1
G47_20180629_124800,1
G47_20180629_130400,1
G47_20180629_132000,2
G47_20180629_133600,1
G47_20180629_135200,1
G47_20180629_140800,1
G47_20180629_142400,1
G47_20180629_144000,1
G47_20180629_145600,1
G47_20180629_151200,1
G47_20180629_152800,1
G47_20180629_154400,1
G47_20180629_160000,1
G47_20180629_161600,2
G47_20180629_163200,2
G47_20180629_164800,2
G47_20180629_200000,1
G47_20180629_201600,1
G47_20180629_203200,2
G47_20180629_204800,1
G47_20180629_210400,1
G47_20180629_212000,1
G47_20180629_213600,1
G47_20180629_215200,2
G47_20180629_220800,1
G47_20180629_222400,1
G47_20180629_224000,2
G47_20180629_225600,2
G47_20180629_231200,1
G47_20180629_232800,1
G47_20180629_234400,1
G47_20180630_000000,2
G47_20180630_001600,1
G47_20180630_003200,2
G47_20180630_004800,1
G47_20180630_010400,1
G47_20180630_012000,1
G47_20180630_013600,1
G47_20180630_015200,1
G47_20180630_020800,2
G47_20180630_022400,1
G47_20180630_024000,2
G47_20180630_025600,1
G47_20180630_031200,1
G47_20180630_032800,1
G47_20180630_034400,1
G47_20180630_040000,2
G47_20180630_041600,2
G47_20180630_043200,2
G47_20180630_044800,1
G47_20180630_080000,1
G47_20180630_081600,1
G47_20180630_083200,2
G47_20180630_084800,1
G47_20180630_090400,2
G47_20180630_092000,2
G47_20180630_093600,1
G47_20180630_095200,1
G47_20180630_100800,1
G47_20180630_102400,1
G47_20180630_104000,1
G47_20180630_105600,1
G47_20180630_111200,1
G47_20180630_112800,1
G47_20180630_114400,1
G47_20180630_120000,1
G47_20180630_121600,2
G47_20180630_123200,1
G47_20180630_124800,1
G47_20180630_130400,1
G47_20180630_132000,1
G47_20180630_133600,1
G47_20180630_135200,2
G47_20180630_140800,1
G47_20180630_142400,1
G47_20180630_144000,1
G47_20180630_145600,1
G47_20180630_151200,1
G47_20180630_152800,2
G47_20180630_154400,2
G47_20180630_160000,2
G47_20180630_161600,1
G47_20180630_163200,2
G47_20180630_164800,2
G47_20180630_200000,1
G47_20180630_201600,2
G47_20180630_203200,1
G47_20180630_204800,2
G47_20180630_210400,1
G47_20180630_212000,1
G47_20180630_213600,1
G47_20180630_215200,2
G47_20180630_220800,1
G47_20180630_222400,1
G47_20180630_224000,1
G47_20180630_225600,1
G47_20180630_231200,1
G47_20180630_232800,1
G47_20180630_234400,1
G47_20180701_000000,2
G47_20180701_001600,1
G47_20180701_003200,2
G47_20180701_004800,2
G47_20180701_010400,1
G47_20180701_012000,1
G47_20180701_013600,1
G47_20180701_015200,1
G47_20180701_020800,1
G47_20180701_022400,2
G47_20180701_024000,1
G47_20180701_025600,1
G47_20180701_031200,1
G47_20180701_032800,2
G47_20180701_034400,1
G47_20180701_040000,1
G47_20180701_041600,1
G47_20180701_043200,1
G47_20180701_044800,1
G47_20180701_080000,1
G47_20180701_081600,3
G47_20180701_083200,1
G47_20180701_084800,2
G47_20180701_090400,1
G47_20180701_092000,2
G47_20180701_093600,1
G47_20180701_095200,2
G47_20180701_100800,1
G47_20180701_102400,1
G47_20180701_104000,1
G47_20180701_105600,2
G47_20180701_111200,2
G47_20180701_112800,2
G47_20180701_114400,1
G47_20180701_120000,2
G47_20180701_121600,1
G47_20180701_123200,1
G47_20180701_124800,2
G47_20180701_130400,1
G47_20180701_132000,1
G47_20180701_133600,1
G47_20180701_135200,1
G47_20180701_140800,1
G47_20180701_142400,1
G47_20180701_144000,1
G47_20180701_145600,1
G47_20180701_151200,1
G47_20180701_152800,2
G47_20180701_154400,1
G47_20180701_160000,1
G47_20180701_161600,1
G47_20180701_163200,2
G47_20180701_164800,1
G47_20180701_200000,2
G47_20180701_201600,2
G47_20180701_203200,2
G47_20180701_204800,1
G47_20180701_210400,1
G47_20180701_212000,1
G47_20180701_213600,1
G47_20180701_215200,1
G47_20180701_220800,1
G47_20180701_222400,1
G47_20180701_224000,2
G47_20180701_225600,1
G47_20180701_231200,1
G47_20180701_232800,1
G47_20180701_234400,1
G47_20180702_000000,1
G47_20180702_001600,1
G47_20180702_003200,1
G47_20180702_004800,1
G47_20180702_010400,1
G47_20180702_012000,2
G47_20180702_013600,1
G47_20180702_015200,2
G47_20180702_020800,2
G47_20180702_022400,1
G47_20180702_024000,2
G47_20180702_025600,1
G47_20180702_031200,1
G47_20180702_032800,1
G47_20180702_034400,2
G47_20180702_040000,2
G47_20180702_041600,2
G47_20180702_043200,1
G47_20180702_044800,1
G47_20180702_080000,1
G47_20180702_081600,1
G47_20180702_083200,1
G47_20180702_084800,1
G47_20180702_090400,1
G47_20180702_092000,1
G47_20180702_093600,1
G47_20180702_095200,1
G47_20180702_100800,1
G47_20180702_102400,1
G47_20180702_104000,1
G47_20180702_105600,2
G47_20180702_111200,1
G47_20180702_112800,1
G47_20180702_114400,1
G47_20180702_120000,2
G47_20180702_121600,1
G47_20180702_123200,1
G47_20180702_124800,1
G47_20180702_130400,1
G47_20180702_132000,1
G47_20180702_133600,1
G47_20180702_135200,1
G47_20180702_140800,1
G47_20180702_142400,1
G47_20180702_144000,2
G47_20180702_145600,1
G47_20180702_151200,1
G47_20180702_152800,1
G47_20180702_154400,2
G47_20180702_160000,2
G47_20180702_161600,1
G47_20180702_163200,1
G47_20180702_164800,1
G47_20180702_200000,2
G47_20180702_201600,2
G47_20180702_203200,2
G47_20180702_204800,1
G47_20180702_210400,1
G47_20180702_212000,1
G47_20180702_213600,2
G47_20180702_215200,1
G47_20180702_220800,2
G47_20180702_222400,1
G47_20180702_224000,1
G47_20180702_225600,1
G47_20180702_231200,1
G47_20180702_232800,1
G47_20180702_234400,1
G47_20180703_000000,2
G47_20180703_001600,1
G47_20180703_003200,1
G47_20180703_004800,1
G47_20180703_010400,1
G47_20180703_012000,1
G47_20180703_013600,1
G47_20180703_015200,1
G47_20180703_020800,2
G47_20180703_022400,1
G47_20180703_024000,2
G47_20180703_025600,1
G47_20180703_031200,2
G47_20180703_032800,1
G47_20180703_034400,1
G47_20180703_040000,2
G47_20180703_041600,1
G47_20180703_043200,1
G47_20180703_044800,1
G47_20180703_080000,1
G47_20180703_081600,1
G47_20180703_083200,1
G47_20180703_084800,1
G47_20180703_090400,2
G47_20180703_092000,1
G47_20180703_093600,1
G47_20180703_095200,2
G47_20180703_100800,1
G47_20180703_102400,1
G47_20180703_104000,2
G47_20180703_105600,1
G47_20180703_111200,1
G47_20180703_112800,1
G47_20180703_114400,1
G47_20180703_120000,1
G47_20180703_121600,1
G47_20180703_123200,2
G47_20180703_124800,1
G47_20180703_130400,1
G47_20180703_132000,2
G47_20180703_133600,1
