Recording,Cluster
G17_20180519_001600,1
G17_20180519_003200,2
G17_20180519_004800,1
G17_20180519_010400,1
G17_20180519_012000,1
G17_20180519_013600,1
G17_20180519_015200,1
G17_20180519_020800,1
G17_20180519_022400,1
G17_20180519_024000,1
G17_20180519_025600,1
G17_20180519_031200,1
G17_20180519_032800,1
G17_20180519_034400,1
G17_20180519_040000,1
G17_20180519_041600,2
G17_20180519_043200,2
G17_20180519_044800,1
G17_20180519_080000,1
G17_20180519_081600,1
G17_20180519_083200,3
G17_20180519_084800,1
G17_20180519_090400,2
G17_20180519_092000,1
G17_20180519_093600,1
G17_20180519_095200,2
G17_20180519_100800,1
G17_20180519_102400,2
G17_20180519_104000,1
G17_20180519_105600,1
G17_20180519_111200,1
G17_20180519_112800,1
G17_20180519_114400,1
G17_20180519_120000,1
G17_20180519_121600,1
G17_20180519_123200,1
G17_20180519_124800,1
G17_20180519_130400,1
G17_20180519_132000,1
G17_20180519_133600,3
G17_20180519_135200,1
G17_20180519_140800,1
G17_20180519_142400,1
G17_20180519_144000,1
G17_20180519_145600,1
G17_20180519_151200,2
G17_20180519_152800,1
G17_20180519_154400,2
G17_20180519_160000,1
G17_20180519_161600,1
G17_20180519_163200,1
G17_20180519_164800,1
G17_20180519_200000,1
G17_20180519_201600,1
G17_20180519_203200,1
G17_20180519_204800,1
G17_20180519_210400,1
G17_20180519_212000,1
G17_20180519_213600,1
G17_20180519_215200,1
G17_20180519_220800,1
G17_20180519_222400,1
G17_20180519_224000,1
G17_20180519_225600,1
G17_20180519_231200,1
G17_20180519_232800,1
G17_20180519_234400,1
G17_20180520_000000,1
G17_20180520_001600,1
G17_20180520_003200,1
G17_20180520_004800,1
G17_20180520_010400,2
G17_20180520_012000,2
G17_20180520_013600,1
G17_20180520_015200,1
G17_20180520_020800,2
G17_20180520_022400,2
G17_20180520_024000,1
G17_20180520_025600,1
G17_20180520_031200,2
G17_20180520_032800,1
G17_20180520_034400,2
G17_20180520_040000,2
G17_20180520_041600,1
G17_20180520_043200,2
G17_20180520_044800,1
G17_20180520_080000,1
G17_20180520_081600,1
G17_20180520_083200,1
G17_20180520_084800,1
G17_20180520_090400,1
G17_20180520_092000,2
G17_20180520_093600,1
G17_20180520_095200,1
G17_20180520_100800,2
G17_20180520_102400,1
G17_20180520_104000,2
G17_20180520_105600,1
G17_20180520_111200,2
G17_20180520_112800,1
G17_20180520_114400,1
G17_20180520_120000,2
G17_20180520_121600,1
G17_20180520_123200,1
G17_20180520_124800,1
G17_20180520_130400,2
G17_20180520_132000,2
G17_20180520_133600,1
G17_20180520_135200,2
G17_20180520_140800,2
G17_20180520_142400,1
G17_20180520_144000,1
G17_20180520_145600,2
G17_20180520_151200,1
G17_20180520_152800,2
G17_20180520_154400,1
G17_20180520_160000,1
G17_20180520_161600,1
G17_20180520_163200,1
G17_20180520_164800,1
G17_20180520_200000,2
G17_20180520_201600,1
G17_20180520_203200,1
G17_20180520_204800,1
G17_20180520_210400,2
G17_20180520_212000,1
G17_20180520_213600,1
G17_20180520_215200,1
G17_20180520_220800,1
G17_20180520_222400,2
G17_20180520_224000,1
G17_20180520_225600,2
G17_20180520_231200,1
G17_20180520_232800,2
G17_20180520_234400,1
G17_20180521_000000,1
G17_20180521_001600,1
G17_20180521_003200,1
G17_20180521_004800,1
G17_20180521_010400,1
G17_20180521_012000,1
G17_20180521_013600,3
G17_20180521_015200,1
G17_20180521_020800,1
G17_20180521_022400,2
G17_20180521_024000,1
G17_20180521_025600,1
G17_20180521_031200,1
G17_20180521_032800,1
G17_20180521_034400,2
G17_20180521_040000,1
G17_20180521_041600,1
G17_20180521_043200,1
G17_20180521_044800,1
G17_20180521_080000,1
G17_20180521_081600,3
G17_20180521_083200,1
G17_20180521_084800,1
G17_20180521_090400,1
G17_20180521_092000,1
G17_20180521_093600,1
G17_20180521_095200,2
G17_20180521_100800,2
G17_20180521_102400,1
G17_20180521_104000,1
G17_20180521_105600,2
G17_20180521_111200,2
G17_20180521_112800,1
G17_20180521_114400,1
G17_20180521_120000,1
G17_20180521_121600,1
G17_20180521_123200,2
G17_20180521_124800,1
G17_20180521_130400,1
G17_20180521_132000,2
G17_20180521_133600,1
G17_20180521_135200,1
G17_20180521_140800,1
G17_20180521_142400,1
G17_20180521_144000,1
G17_20180521_145600,1
G17_20180521_151200,1
G17_20180521_152800,1
G17_20180521_154400,1
G17_20180521_160000,1
G17_20180521_161600,1
G17_20180521_163200,2
G17_20180521_164800,2
G17_20180521_200000,2
G17_20180521_201600,1
G17_20180521_203200,1
G17_20180521_204800,1
G17_20180521_210400,2
G17_20180521_212000,1
G17_20180521_213600,2
G17_20180521_215200,1
G17_20180521_220800,1
G17_20180521_222400,2
G17_20180521_224000,1
G17_20180521_225600,1
G17_20180521_231200,2
G17_20180521_232800,1
G17_20180521_234400,2
G17_20180522_000000,1
G17_20180522_001600,1
G17_20180522_003200,1
G17_20180522_004800,1
G17_20180522_010400,1
G17_20180522_012000,1
G17_20180522_013600,2
G17_20180522_015200,1
G17_20180522_020800,1
G17_20180522_022400,1
G17_20180522_024000,1
G17_20180522_025600,1
G17_20180522_031200,1
G17_20180522_032800,1
G17_20180522_034400,2
G17_20180522_040000,2
G17_20180522_041600,1
G17_20180522_043200,1
G17_20180522_044800,1
G17_20180522_080000,2
G17_20180522_081600,2
G17_20180522_083200,1
G17_20180522_084800,1
G17_20180522_090400,2
G17_20180522_092000,1
G17_20180522_093600,1
G17_20180522_095200,1
G17_20180522_100800,1
G17_20180522_102400,1
G17_20180522_104000,1
G17_20180522_105600,1
G17_20180522_111200,1
G17_20180522_112800,2
G17_20180522_114400,2
G17_20180522_120000,1
G17_20180522_121600,2
G17_20180522_123200,1
G17_20180522_124800,2
G17_20180522_130400,1
G17_20180522_132000,1
G17_20180522_133600,1
G17_20180522_135200,1
G17_20180522_140800,1
G17_20180522_142400,1
G17_20180522_144000,1
G17_20180522_145600,1
G17_20180522_151200,2
G17_20180522_152800,2
G17_20180522_154400,1
G17_20180522_160000,1
G17_20180522_161600,1
G17_20180522_163200,1
G17_20180522_164800,1
G17_20180522_200000,1
G17_20180522_201600,2
G17_20180522_203200,1
G17_20180522_204800,1
G17_20180522_210400,1
G17_20180522_212000,2
G17_20180522_213600,1
G17_20180522_215200,1
G17_20180522_220800,1
G17_20180522_222400,2
G17_20180522_224000,2
G17_20180522_225600,1
G17_20180522_231200,1
G17_20180522_232800,1
G17_20180522_234400,1
G17_20180523_000000,1
G17_20180523_001600,2
G17_20180523_003200,1
G17_20180523_004800,1
G17_20180523_010400,1
G17_20180523_012000,1
G17_20180523_013600,2
G17_20180523_015200,1
G17_20180523_020800,2
G17_20180523_022400,2
G17_20180523_024000,1
G17_20180523_025600,1
G17_20180523_031200,1
G17_20180523_032800,1
G17_20180523_034400,1
G17_20180523_040000,1
G17_20180523_041600,1
G17_20180523_043200,2
G17_20180523_044800,1
G17_20180523_080000,1
G17_20180523_081600,1
G17_20180523_083200,1
G17_20180523_084800,1
G17_20180523_090400,2
G17_20180523_092000,2
G17_20180523_093600,2
G17_20180523_095200,1
G17_20180523_100800,1
G17_20180523_102400,1
G17_20180523_104000,1
G17_20180523_105600,1
G17_20180523_111200,1
G17_20180523_112800,1
G17_20180523_114400,1
G17_20180523_120000,2
G17_20180523_121600,1
G17_20180523_123200,2
G17_20180523_124800,1
G17_20180523_130400,2
G17_20180523_132000,2
G17_20180523_133600,1
G17_20180523_135200,2
G17_20180523_140800,2
G17_20180523_142400,2
G17_20180523_144000,1
G17_20180523_145600,1
G17_20180523_151200,2
G17_20180523_152800,1
G17_20180523_154400,1
G17_20180523_160000,1
G17_20180523_161600,2
G17_20180523_163200,1
G17_20180523_164800,1
G17_20180523_200000,1
G17_20180523_201600,1
G17_20180523_203200,1
G17_20180523_204800,1
G17_20180523_210400,1
G17_20180523_212000,1
G17_20180523_213600,2
G17_20180523_215200,1
G17_20180523_220800,1
G17_20180523_222400,2
G17_20180523_224000,2
G17_20180523_225600,1
G17_20180523_231200,2
G17_20180523_232800,1
G17_20180523_234400,3
G17_20180524_000000,2
G17_20180524_001600,2
G17_20180524_003200,1
G17_20180524_004800,1
G17_20180524_010400,1
G17_20180524_012000,1
G17_20180524_013600,1
G17_20180524_015200,1
G17_20180524_020800,1
G17_20180524_022400,1
G17_20180524_024000,1
G17_20180524_025600,2
G17_20180524_031200,1
G17_20180524_032800,1
G17_20180524_034400,1
G17_20180524_040000,1
G17_20180524_041600,2
G17_20180524_043200,2
G17_20180524_044800,1
G17_20180524_080000,1
G17_20180524_081600,1
G17_20180524_083200,1
G17_20180524_084800,1
G17_20180524_090400,1
G17_20180524_092000,1
G17_20180524_093600,1
G17_20180524_095200,1
G17_20180524_100800,1
G17_20180524_102400,1
G17_20180524_104000,1
G17_20180524_105600,1
G17_20180524_111200,1
G17_20180524_112800,1
G17_20180524_114400,1
G17_20180524_120000,1
G17_20180524_121600,1
G17_20180524_123200,1
G17_20180524_124800,2
G17_20180524_130400,2
G17_20180524_132000,2
G17_20180524_133600,1
G17_20180524_135200,1
G17_20180524_140800,1
G17_20180524_142400,1
G17_20180524_144000,2
G17_20180524_145600,2
G17_20180524_151200,1
G17_20180524_152800,1
G17_20180524_154400,1
G17_20180524_160000,1
G17_20180524_161600,1
G17_20180524_163200,1
G17_20180524_164800,1
G17_20180524_200000,2
G17_20180524_201600,1
G17_20180524_203200,2
G17_20180524_204800,1
G17_20180524_210400,1
G17_20180524_212000,1
G17_20180524_213600,1
G17_20180524_215200,1
G17_20180524_220800,2
G17_20180524_222400,2
G17_20180524_224000,1
G17_20180524_225600,2
G17_20180524_231200,1
G17_20180524_232800,1
G17_20180524_234400,2
G17_20180525_000000,1
G17_20180525_001600,2
G17_20180525_003200,1
G17_20180525_004800,2
G17_20180525_010400,1
G17_20180525_012000,2
G17_20180525_013600,1
G17_20180525_015200,2
G17_20180525_020800,1
G17_20180525_022400,2
G17_20180525_024000,2
G17_20180525_025600,1
G17_20180525_031200,2
G17_20180525_032800,1
G17_20180525_034400,2
G17_20180525_040000,2
G17_20180525_041600,1
G17_20180525_043200,2
G17_20180525_044800,1
G17_20180525_080000,1
G17_20180525_081600,2
G17_20180525_083200,2
G17_20180525_084800,1
G17_20180525_090400,1
G17_20180525_092000,1
G17_20180525_093600,1
G17_20180525_095200,1
G17_20180525_100800,1
G17_20180525_102400,1
G17_20180525_104000,2
G17_20180525_105600,2
G17_20180525_111200,1
G17_20180525_112800,1
G17_20180525_114400,2
G17_20180525_120000,1
G17_20180525_121600,1
G17_20180525_123200,1
G17_20180525_124800,1
G17_20180525_130400,2
G17_20180525_132000,1
G17_20180525_133600,1
G17_20180525_135200,2
G17_20180525_140800,1
G17_20180525_142400,1
G17_20180525_144000,2
G17_20180525_145600,1
G17_20180525_151200,2
G17_20180525_152800,1
G17_20180525_154400,2
G17_20180525_160000,2
G17_20180525_161600,1
G17_20180525_163200,1
G17_20180525_164800,2
G17_20180525_200000,1
G17_20180525_201600,2
G17_20180525_203200,1
G17_20180525_204800,1
G17_20180525_210400,2
G17_20180525_212000,1
G17_20180525_213600,1
G17_20180525_215200,1
G17_20180525_220800,1
G17_20180525_222400,1
G17_20180525_224000,1
G17_20180525_225600,1
G17_20180525_231200,2
G17_20180525_232800,1
G17_20180525_234400,1
G17_20180526_000000,1
G17_20180526_001600,1
G17_20180526_003200,1
G17_20180526_004800,1
G17_20180526_010400,1
G17_20180526_012000,1
G17_20180526_013600,1
G17_20180526_015200,1
G17_20180526_020800,1
G17_20180526_022400,2
G17_20180526_024000,1
G17_20180526_025600,1
G17_20180526_031200,1
G17_20180526_032800,1
G17_20180526_034400,2
G17_20180526_040000,1
G17_20180526_041600,1
G17_20180526_043200,2
G17_20180526_044800,1
G17_20180526_080000,1
G17_20180526_081600,1
G17_20180526_083200,1
G17_20180526_084800,1
G17_20180526_090400,1
G17_20180526_092000,2
G17_20180526_093600,1
G17_20180526_095200,1
G17_20180526_100800,2
G17_20180526_102400,2
G17_20180526_104000,2
G17_20180526_105600,1
G17_20180526_111200,1
G17_20180526_112800,2
G17_20180526_114400,1
G17_20180526_120000,1
G17_20180526_121600,1
G17_20180526_123200,1
G17_20180526_124800,1
G17_20180526_130400,1
G17_20180526_132000,1
G17_20180526_133600,1
G17_20180526_135200,1
G17_20180526_140800,1
G17_20180526_142400,1
G17_20180526_144000,2
G17_20180526_145600,2
G17_20180526_151200,1
G17_20180526_152800,2
G17_20180526_154400,1
G17_20180526_160000,1
G17_20180526_161600,1
G17_20180526_163200,1
G17_20180526_164800,1
G17_20180526_200000,1
G17_20180526_201600,1
G17_20180526_203200,1
G17_20180526_204800,1
G17_20180526_210400,1
G17_20180526_212000,2
G17_20180526_213600,2
G17_20180526_215200,1
G17_20180526_220800,1
G17_20180526_222400,2
G17_20180526_224000,1
G17_20180526_225600,2
G17_20180526_231200,1
G17_20180526_232800,1
G17_20180526_234400,1
G17_20180527_000000,1
G17_20180527_001600,1
G17_20180527_003200,1
G17_20180527_004800,2
G17_20180527_010400,1
G17_20180527_012000,1
G17_20180527_013600,1
G17_20180527_015200,1
G17_20180527_020800,1
G17_20180527_022400,1
G17_20180527_024000,2
G17_20180527_025600,1
G17_20180527_031200,1
G17_20180527_032800,1
G17_20180527_034400,1
G17_20180527_040000,2
G17_20180527_041600,2
G17_20180527_043200,2
G17_20180527_044800,1
G17_20180527_080000,1
G17_20180527_081600,1
G17_20180527_083200,2
G17_20180527_084800,1
G17_20180527_090400,1
G17_20180527_092000,1
G17_20180527_093600,2
G17_20180527_095200,1
G17_20180527_100800,2
G17_20180527_102400,2
G17_20180527_104000,1
G17_20180527_105600,1
G17_20180527_111200,1
G17_20180527_112800,2
G17_20180527_114400,2
G17_20180527_120000,2
G17_20180527_121600,1
G17_20180527_123200,1
G17_20180527_124800,1
G17_20180527_130400,1
G17_20180527_132000,2
G17_20180527_133600,1
G17_20180527_135200,1
G17_20180527_140800,1
G17_20180527_142400,2
G17_20180527_144000,1
G17_20180527_145600,2
G17_20180527_151200,1
G17_20180527_152800,1
G17_20180527_154400,1
G17_20180527_160000,2
G17_20180527_161600,1
G17_20180527_163200,1
G17_20180527_164800,1
G17_20180527_200000,1
G17_20180527_201600,1
G17_20180527_203200,1
G17_20180527_204800,1
G17_20180527_210400,1
G17_20180527_212000,1
G17_20180527_213600,1
G17_20180527_215200,1
G17_20180527_220800,1
G17_20180527_222400,1
G17_20180527_224000,1
G17_20180518_171500,2
G17_20180518_170000,1
G17_20180518_173000,1
G17_20180518_174500,1
G17_20180518_180000,1
G17_20180518_183000,1
G17_20180518_181500,2
G17_20180518_184500,2
G17_20180518_190000,1
G17_20180518_191500,1
G17_20180518_193000,2
G17_20180519_050000,1
G17_20180518_194500,1
G17_20180519_053000,1
G17_20180519_051500,1
G17_20180519_054500,1
G17_20180519_060000,2
G17_20180519_061500,1
G17_20180519_063000,2
G17_20180519_064500,1
G17_20180519_070000,1
G17_20180519_071500,1
G17_20180519_073000,1
G17_20180519_074500,1
G17_20180519_171500,2
G17_20180519_170000,2
G17_20180519_174500,1
G17_20180519_173000,1
G17_20180519_181500,2
G17_20180519_180000,1
G17_20180519_183000,2
G17_20180519_184500,1
G17_20180519_190000,2
G17_20180519_193000,3
G17_20180519_191500,1
G17_20180520_050000,1
G17_20180519_194500,1
G17_20180520_051500,1
G17_20180520_053000,1
G17_20180520_054500,1
G17_20180520_060000,1
G17_20180520_063000,1
G17_20180520_061500,2
G17_20180520_070000,2
G17_20180520_064500,2
G17_20180520_071500,1
G17_20180520_073000,1
G17_20180520_074500,1
G17_20180520_171500,2
G17_20180520_170000,1
G17_20180520_174500,2
G17_20180520_173000,1
G17_20180520_181500,1
G17_20180520_180000,1
G17_20180520_184500,1
G17_20180520_183000,1
G17_20180520_190000,1
G17_20180520_191500,2
G17_20180520_194500,1
G17_20180520_193000,1
G17_20180521_050000,1
G17_20180521_053000,1
G17_20180521_051500,1
G17_20180521_054500,1
G17_20180521_060000,1
G17_20180521_063000,1
G17_20180521_061500,1
G17_20180521_064500,1
G17_20180521_070000,1
G17_20180521_073000,1
G17_20180521_071500,1
G17_20180521_170000,1
G17_20180521_074500,1
G17_20180521_171500,1
G17_20180521_174500,1
G17_20180521_173000,1
G17_20180521_180000,2
G17_20180521_181500,1
G17_20180521_183000,1
G17_20180521_184500,1
G17_20180521_191500,1
G17_20180521_190000,1
G17_20180521_194500,1
G17_20180521_193000,1
G17_20180522_051500,1
G17_20180522_050000,1
G17_20180522_054500,1
G17_20180522_053000,1
G17_20180522_060000,2
G17_20180522_061500,2
G17_20180522_063000,1
G17_20180522_064500,1
G17_20180522_070000,1
G17_20180522_073000,1
G17_20180522_071500,1
G17_20180522_074500,2
G17_20180522_170000,1
G17_20180522_173000,2
G17_20180522_171500,1
G17_20180522_180000,1
G17_20180522_174500,1
G17_20180522_183000,2
G17_20180522_181500,2
G17_20180522_184500,1
G17_20180522_190000,2
G17_20180522_191500,2
G17_20180522_193000,1
G17_20180522_194500,2
G17_20180523_051500,1
G17_20180523_050000,2
G17_20180523_053000,1
G17_20180523_054500,1
G17_20180523_061500,2
G17_20180523_060000,1
G17_20180523_063000,2
G17_20180523_064500,2
G17_20180523_070000,2
G17_20180523_071500,1
G17_20180523_073000,1
G17_20180523_074500,2
G17_20180523_170000,1
G17_20180523_171500,2
G17_20180523_173000,2
G17_20180523_180000,1
G17_20180523_174500,1
G17_20180523_183000,1
G17_20180523_181500,1
G17_20180523_184500,1
G17_20180523_191500,2
G17_20180523_190000,1
G17_20180523_193000,1
G17_20180523_194500,1
G17_20180524_050000,2
G17_20180524_051500,1
G17_20180524_053000,1
G17_20180524_054500,1
G17_20180524_061500,1
G17_20180524_060000,1
G17_20180524_063000,1
G17_20180524_070000,1
G17_20180524_064500,1
G17_20180524_071500,1
G17_20180524_073000,2
G17_20180524_170000,1
G17_20180524_074500,1
G17_20180524_171500,1
G17_20180524_173000,2
G17_20180524_174500,1
G17_20180524_180000,2
G17_20180524_181500,2
G17_20180524_184500,2
G17_20180524_183000,1
G17_20180524_191500,2
G17_20180524_190000,2
G17_20180524_194500,1
G17_20180524_193000,1
G17_20180525_051500,1
G17_20180525_050000,1
G17_20180525_053000,1
G17_20180525_054500,1
G17_20180525_061500,1
G17_20180525_060000,1
G17_20180525_063000,1
G17_20180525_064500,1
G17_20180525_070000,2
G17_20180525_073000,1
G17_20180525_071500,1
G17_20180525_074500,1
G17_20180525_170000,2
G17_20180525_173000,1
G17_20180525_171500,2
G17_20180525_174500,1
G17_20180525_180000,1
G17_20180525_183000,1
G17_20180525_181500,1
G17_20180525_184500,1
G17_20180525_191500,2
G17_20180525_190000,1
G17_20180525_193000,1
G17_20180525_194500,2
G17_20180526_051500,2
G17_20180526_050000,1
G17_20180526_053000,1
G17_20180526_054500,1
G17_20180526_061500,1
G17_20180526_060000,1
G17_20180526_063000,1
G17_20180526_064500,1
G17_20180526_070000,1
G17_20180526_073000,2
G17_20180526_071500,2
G17_20180526_170000,1
G17_20180526_074500,1
G17_20180526_171500,2
G17_20180526_173000,1
G17_20180526_174500,2
G17_20180526_180000,2
G17_20180526_181500,1
G17_20180526_183000,1
G17_20180526_190000,1
G17_20180526_184500,1
G17_20180526_193000,1
G17_20180526_191500,3
G17_20180526_194500,1
G17_20180527_050000,2
G17_20180527_051500,1
G17_20180527_053000,1
G17_20180527_054500,1
G17_20180527_061500,1
G17_20180527_060000,1
G17_20180527_064500,1
G17_20180527_063000,2
G17_20180527_070000,2
G17_20180527_071500,1
G17_20180527_073000,3
G17_20180527_074500,1
G17_20180527_170000,1
G17_20180527_171500,1
G17_20180527_173000,1
G17_20180527_174500,1
G17_20180527_181500,2
G17_20180527_180000,1
G17_20180527_183000,1
G17_20180527_184500,1
G17_20180527_190000,2
G17_20180527_191500,2
G17_20180527_193000,2
G17_20180527_194500,2
G19_20180518_135200,2
G19_20180518_140800,1
G19_20180518_142400,1
G19_20180518_144000,1
G19_20180518_145600,1
G19_20180518_151200,1
G19_20180518_152800,1
G19_20180518_154400,2
G19_20180518_160000,1
G19_20180518_161600,1
G19_20180518_163200,1
G19_20180518_164800,1
G19_20180518_200000,2
G19_20180518_201600,1
G19_20180518_203200,1
G19_20180518_204800,1
G19_20180518_210400,1
G19_20180518_212000,2
G19_20180518_213600,1
G19_20180518_215200,2
G19_20180518_220800,2
G19_20180518_222400,1
G19_20180518_224000,1
G19_20180518_225600,1
G19_20180518_231200,1
G19_20180518_232800,1
G19_20180518_234400,1
G19_20180519_000000,1
G19_20180519_001600,2
G19_20180519_003200,2
G19_20180519_004800,1
G19_20180519_010400,1
G19_20180519_012000,1
G19_20180519_013600,1
G19_20180519_015200,1
G19_20180519_020800,1
G19_20180519_022400,1
G19_20180519_024000,1
G19_20180519_025600,1
G19_20180519_031200,1
G19_20180519_032800,1
G19_20180519_034400,1
G19_20180519_040000,1
G19_20180519_041600,1
G19_20180519_043200,1
G19_20180519_044800,2
G19_20180519_080000,2
G19_20180519_081600,1
G19_20180519_083200,2
G19_20180519_084800,1
G19_20180519_090400,1
G19_20180519_092000,2
G19_20180519_093600,1
G19_20180519_095200,2
G19_20180519_100800,1
G19_20180519_102400,1
G19_20180519_104000,1
G19_20180519_105600,1
G19_20180519_111200,1
G19_20180519_112800,1
G19_20180519_114400,1
G19_20180519_120000,1
G19_20180519_121600,1
G19_20180519_123200,1
G19_20180519_124800,1
G19_20180519_130400,2
G19_20180519_132000,1
G19_20180519_133600,2
G19_20180519_135200,1
G19_20180519_140800,1
G19_20180519_142400,1
G19_20180519_144000,3
G19_20180519_145600,1
G19_20180519_151200,2
G19_20180519_152800,2
G19_20180519_154400,1
G19_20180519_160000,2
G19_20180519_161600,1
G19_20180519_163200,1
G19_20180519_164800,1
G19_20180519_200000,1
G19_20180519_201600,1
G19_20180519_203200,1
G19_20180519_204800,1
G19_20180519_210400,2
G19_20180519_212000,1
G19_20180519_213600,2
G19_20180519_215200,1
G19_20180519_220800,1
G19_20180519_222400,1
G19_20180519_224000,1
G19_20180519_225600,1
G19_20180519_231200,1
G19_20180519_232800,1
G19_20180519_234400,1
G19_20180520_000000,2
G19_20180520_001600,1
G19_20180520_003200,2
G19_20180520_004800,2
G19_20180520_010400,1
G19_20180520_012000,1
G19_20180520_013600,1
G19_20180520_015200,1
G19_20180520_020800,1
G19_20180520_022400,1
G19_20180520_024000,1
G19_20180520_025600,1
G19_20180520_031200,1
G19_20180520_032800,1
G19_20180520_034400,1
G19_20180520_040000,1
G19_20180520_041600,1
G19_20180520_043200,1
G19_20180520_044800,2
G19_20180520_080000,2
G19_20180520_081600,1
G19_20180520_083200,2
G19_20180520_084800,1
G19_20180520_090400,1
G19_20180520_092000,2
G19_20180520_093600,1
G19_20180520_095200,1
G19_20180520_100800,1
G19_20180520_102400,1
G19_20180520_104000,1
G19_20180520_105600,1
G19_20180520_111200,1
G19_20180520_112800,1
G19_20180520_114400,2
G19_20180520_120000,1
G19_20180520_121600,1
G19_20180520_123200,2
G19_20180520_124800,1
G19_20180520_130400,1
G19_20180520_132000,1
G19_20180520_133600,1
G19_20180520_135200,1
G19_20180520_140800,1
G19_20180520_142400,1
G19_20180520_144000,1
G19_20180520_145600,1
G19_20180520_151200,1
G19_20180520_152800,2
G19_20180520_154400,1
G19_20180520_160000,1
G19_20180520_161600,1
G19_20180520_163200,2
G19_20180520_164800,1
G19_20180520_200000,1
G19_20180520_201600,1
G19_20180520_203200,2
G19_20180520_204800,1
G19_20180520_210400,1
G19_20180520_212000,1
G19_20180520_213600,1
G19_20180520_215200,2
G19_20180520_220800,1
G19_20180520_222400,1
G19_20180520_224000,1
G19_20180520_225600,1
G19_20180520_231200,1
G19_20180520_232800,2
G19_20180520_234400,1
G19_20180521_000000,1
G19_20180521_001600,1
G19_20180521_003200,2
G19_20180521_004800,2
G19_20180521_010400,1
G19_20180521_012000,1
G19_20180521_013600,1
G19_20180521_015200,2
G19_20180521_020800,1
G19_20180521_022400,2
G19_20180521_024000,1
G19_20180521_025600,1
G19_20180521_031200,1
G19_20180521_032800,1
G19_20180521_034400,2
G19_20180521_040000,1
G19_20180521_041600,1
G19_20180521_043200,1
G19_20180521_044800,1
G19_20180521_080000,2
G19_20180521_081600,1
G19_20180521_083200,2
G19_20180521_084800,1
G19_20180521_090400,2
G19_20180521_092000,1
G19_20180521_093600,1
G19_20180521_095200,2
G19_20180521_100800,1
G19_20180521_102400,2
G19_20180521_104000,2
G19_20180521_105600,1
G19_20180521_111200,1
G19_20180521_112800,1
G19_20180521_114400,1
G19_20180521_120000,1
G19_20180521_121600,1
G19_20180521_123200,1
G19_20180521_124800,1
G19_20180521_130400,1
G19_20180521_132000,2
G19_20180521_133600,2
G19_20180521_135200,2
G19_20180521_140800,1
G19_20180521_142400,1
G19_20180521_144000,2
G19_20180521_145600,1
G19_20180521_151200,1
G19_20180521_152800,1
G19_20180521_154400,1
G19_20180521_160000,1
G19_20180521_161600,2
G19_20180521_163200,2
G19_20180521_164800,2
G19_20180521_200000,1
G19_20180521_201600,1
G19_20180521_203200,1
G19_20180521_204800,1
G19_20180521_210400,2
G19_20180521_212000,1
G19_20180521_213600,1
G19_20180521_215200,3
G19_20180521_220800,1
G19_20180521_222400,1
G19_20180521_224000,1
G19_20180521_225600,1
G19_20180521_231200,1
G19_20180521_232800,1
G19_20180521_234400,2
G19_20180522_000000,1
G19_20180522_001600,2
G19_20180522_003200,1
G19_20180522_004800,1
G19_20180522_010400,1
G19_20180522_012000,2
G19_20180522_013600,1
G19_20180522_015200,1
G19_20180522_020800,1
G19_20180522_022400,2
G19_20180522_024000,2
G19_20180522_025600,2
G19_20180522_031200,1
G19_20180522_032800,1
G19_20180522_034400,1
G19_20180522_040000,3
G19_20180522_041600,2
G19_20180522_043200,1
G19_20180522_044800,1
G19_20180522_080000,2
G19_20180522_081600,1
G19_20180522_083200,1
G19_20180522_084800,1
G19_20180522_090400,2
G19_20180522_092000,1
G19_20180522_093600,1
G19_20180522_095200,1
G19_20180522_100800,1
G19_20180522_102400,1
G19_20180522_104000,1
G19_20180522_105600,1
G19_20180522_111200,1
G19_20180522_112800,1
G19_20180522_114400,2
G19_20180522_120000,1
G19_20180522_121600,1
G19_20180522_123200,2
G19_20180522_124800,1
G19_20180522_130400,1
G19_20180522_132000,1
G19_20180522_133600,1
G19_20180522_135200,1
G19_20180522_140800,1
G19_20180522_142400,2
G19_20180522_144000,2
G19_20180522_145600,1
G19_20180522_151200,1
G19_20180522_152800,1
G19_20180522_154400,2
G19_20180522_160000,2
G19_20180522_161600,2
G19_20180522_163200,1
G19_20180522_164800,2
G19_20180522_200000,1
G19_20180522_201600,1
G19_20180522_203200,1
G19_20180522_204800,1
G19_20180522_210400,2
G19_20180522_212000,2
G19_20180522_213600,2
G19_20180522_215200,1
G19_20180522_220800,1
G19_20180522_222400,2
G19_20180522_224000,1
G19_20180522_225600,1
G19_20180522_231200,1
G19_20180522_232800,2
G19_20180522_234400,1
G19_20180523_000000,1
G19_20180523_001600,2
G19_20180523_003200,1
G19_20180523_004800,1
G19_20180523_010400,1
G19_20180523_012000,1
G19_20180523_013600,1
G19_20180523_015200,1
G19_20180523_020800,2
G19_20180523_022400,1
G19_20180523_024000,2
G19_20180523_025600,1
G19_20180523_031200,2
G19_20180523_032800,2
G19_20180523_034400,1
G19_20180523_040000,2
G19_20180523_041600,1
G19_20180523_043200,2
G19_20180523_044800,2
G19_20180523_080000,1
G19_20180523_081600,2
G19_20180523_083200,2
G19_20180523_084800,2
G19_20180523_090400,1
G19_20180523_092000,1
G19_20180523_093600,2
G19_20180523_095200,1
G19_20180523_100800,1
G19_20180523_102400,1
G19_20180523_104000,1
G19_20180523_105600,2
