Nombre del Audio,Frecuencia de Corte Óptima
G28_20180608_022400.wav,5078.093555144869
G28_20180605_183000.wav,5664.859987610373
G28_20180611_040000.wav,5001.723054385953
G28_20180609_041600.wav,4869.267617259782
G28_20180608_194500.wav,5428.780028714415
G28_20180606_070000.wav,6291.201775297523
G28_20180611_093600.wav,5664.2294981262885
G28_20180608_093600.wav,5483.989611586684
G28_20180609_080000.wav,5882.169653188751
G28_20180611_041600.wav,4666.491638685944
G28_20180608_201600.wav,5396.838918985338
G28_20180606_071500.wav,5651.135351558375
G28_20180608_010400.wav,5143.907449831389
G28_20180606_154400.wav,5280.436765795079
G28_20180605_215200.wav,5280.41291143788
G28_20180610_220800.wav,4927.371710870679
G28_20180610_020800.wav,4902.325482039652
G28_20180608_061500.wav,6792.688258000102
G28_20180610_054500.wav,5536.493612178198
G28_20180610_031200.wav,5544.934910541471
