Nombre del Audio,Frecuencia de Corte Óptima
G49_20180628_130400.wav,5150.44952906103
G49_20180702_123200.wav,5400.667195567276
G49_20180704_031200.wav,5355.036456486246
G49_20180702_080000.wav,5902.427686721273
G49_20180627_034400.wav,5817.304971436925
G49_20180629_183000.wav,5750.186874642614
G49_20180704_050000.wav,5755.4021325422555
G49_20180701_201600.wav,5046.411578550789
G49_20180629_220800.wav,5944.624201530755
G49_20180627_133600.wav,5238.779110048237
G49_20180630_001600.wav,5659.0521817410245
G49_20180630_050000.wav,5960.948457564622
G49_20180628_064500.wav,6168.069171672798
G49_20180630_043200.wav,5719.743718451345
G49_20180702_152800.wav,5197.648306415138
G49_20180704_032800.wav,5400.587853692557
G49_20180703_000000.wav,5583.591708638404
G49_20180701_130400.wav,5759.0005838691395
G49_20180627_164800.wav,5344.861223916207
G49_20180702_213600.wav,5721.6973195964465
