Nombre del Audio,Frecuencia de Corte Óptima
G15_20180524_111200.wav,5546.307031708594
G15_20180525_044800.wav,6651.000868833281
G15_20180518_020800.wav,5741.150509858642
G15_20180519_112800.wav,6520.5044497362605
G15_20180517_210400.wav,5778.423051219302
G15_20180520_120000.wav,6693.361487863214
G15_20180518_080000.wav,6537.800350196627
G15_20180524_161600.wav,5716.792912819869
G15_20180520_225600.wav,6319.802987189559
G15_20180523_225600.wav,4699.7968342747945
G15_20180520_083200.wav,4818.857333332982
G15_20180517_184500.wav,5923.390467001171
G15_20180520_020800.wav,5688.951394380497
G15_20180521_092000.wav,3899.8367168727077
G15_20180518_022400.wav,5705.509995074145
G15_20180524_120000.wav,6964.485684535959
G15_20180520_133600.wav,6774.014133908537
G15_20180521_161600.wav,5668.987782296097
G15_20180526_111200.wav,6621.6426362302955
G15_20180518_135200.wav,5429.392369882345
