Nombre del Audio,Frecuencia de Corte Óptima
G27_20180602_063000.wav,3595.328136983449
G27_20180602_032800.wav,4317.568505264534
G27_20180601_130400.wav,5294.753799437411
G27_20180531_070000.wav,5180.761422516036
G27_20180530_173000.wav,6378.57643893987
G27_20180528_161600.wav,5232.492888510321
G27_20180530_040000.wav,5124.890053567697
G27_20180530_022400.wav,5006.646866933504
G27_20180604_060000.wav,6014.748592808737
G27_20180530_032800.wav,4617.715971891801
G27_20180530_154400.wav,6245.86984782435
G27_20180529_012000.wav,6103.4888761971015
G27_20180603_100800.wav,5804.529254765073
G27_20180529_151200.wav,5435.469116552748
G27_20180529_104000.wav,5402.467893180032
G27_20180604_024000.wav,5277.078554781725
G27_20180528_220800.wav,6022.852936816691
G27_20180530_135200.wav,6258.557003761351
G27_20180603_184500.wav,6358.154168118582
G27_20180529_142400.wav,5562.056968660203
