Nombre del Audio,Frecuencia de Corte Óptima
G25_20180610_093600.wav,5417.4045374891
G25_20180605_204800.wav,5863.634329173299
G25_20180604_161600.wav,5142.327231487993
G25_20180610_071500.wav,6113.1198058238
G25_20180605_061500.wav,5575.241684908187
G25_20180610_051500.wav,6017.9797651632225
G25_20180608_133600.wav,5104.086135699222
G25_20180608_040000.wav,6020.620342898975
G25_20180606_164800.wav,5461.249843254572
G25_20180611_004800.wav,5683.169168863589
G25_20180607_102400.wav,5228.32003078548
G25_20180606_093600.wav,5278.398304649531
G25_20180606_081600.wav,5213.388123512075
G25_20180610_024000.wav,5830.118187833542
G25_20180609_174500.wav,5460.614698472867
G25_20180605_210400.wav,5889.812437140667
G25_20180609_145600.wav,5091.326684882476
G25_20180606_180000.wav,5847.494049555133
G25_20180608_224000.wav,6037.916198644835
G25_20180609_044800.wav,6003.441160672115
