Nombre del Audio,Frecuencia de Corte Óptima
G57_20180620_194500.wav,6143.137810861664
G57_20180621_043200.wav,6079.371556209932
G57_20180618_170000.wav,5252.304721452433
G57_20180623_190000.wav,6163.554764427404
G57_20180622_173000.wav,5513.288466251092
G57_20180621_144000.wav,5705.580285492868
G57_20180621_181500.wav,5950.736308905034
G57_20180619_171500.wav,6941.984072201138
G57_20180621_034400.wav,6098.870191870847
G57_20180620_070000.wav,5780.556066842425
G57_20180624_183000.wav,5696.812801784796
G57_20180621_121600.wav,5428.553412339863
G57_20180620_084800.wav,5119.542610896777
G57_20180620_215200.wav,5750.331336193529
G57_20180624_053000.wav,6326.912581080508
G57_20180625_043200.wav,5928.48811695174
G57_20180624_012000.wav,5734.861057697998
G57_20180618_184500.wav,6353.675741017394
G57_20180625_025600.wav,6003.953133955226
G57_20180619_073000.wav,6668.962641597452
