G03_m_cut_off,G06_m_cut_off,G07_m_cut_off,G08_m_cut_off,G09_m_cut_off,G13_m_cut_off,G34_m_cut_off
11522.925236001878,10866.344266440126,11550.849291315131,11241.322120395747,11671.502932510204,10634.375643449699,11231.034115012511
