Nombre del Audio,Frecuencia de Corte Óptima
G07_20180516_074500.wav,6215.450543337489
G07_20180513_112800.wav,6281.701382959712
G07_20180510_234400.wav,5742.900244898359
G07_20180513_204800.wav,5380.885831871238
G07_20180516_090400.wav,6411.015696893761
G07_20180515_232800.wav,5627.236493303075
G07_20180513_095200.wav,5627.141347238853
G07_20180515_010400.wav,5741.079616540181
G07_20180513_144000.wav,5331.4687530234605
G07_20180510_190000.wav,5624.907199611708
G07_20180516_154400.wav,6073.667366737395
G07_20180517_051500.wav,5895.232039325752
G07_20180512_031200.wav,5482.688317587838
G07_20180514_112800.wav,5391.793819864984
G07_20180514_181500.wav,5995.701269885869
G07_20180514_193000.wav,5692.336157186418
G07_20180515_051500.wav,5825.559868397111
G07_20180511_194500.wav,5371.018112923858
G07_20180514_190000.wav,5875.699083987507
G07_20180513_031200.wav,5921.009767576728
