G03_m_cut_off,G06_m_cut_off,G07_m_cut_off,G08_m_cut_off,G09_m_cut_off,G13_m_cut_off,G34_m_cut_off,G15_m_cut_off,G17_m_cut_off,G19_m_cut_off,G23_m_cut_off,G24_m_cut_off,G25_m_cut_off,G27_m_cut_off,G28_m_cut_off,G29_m_cut_off,G35_m_cut_off,G36_m_cut_off,G37_m_cut_off,G40_m_cut_off,G41_m_cut_off,G46_m_cut_off,G47_m_cut_off,G49_m_cut_off,G50_m_cut_off,G51_m_cut_off,G52_m_cut_off,G54_m_cut_off,G57_m_cut_off,G58_m_cut_off
11522.925236001878,10866.344266440126,11550.849291315131,11241.322120395747,11671.502932510204,10634.375643449699,11206.424028303383,11770.00089972149,11169.817764008423,11494.705063463545,10883.596650783362,11424.0007040879,11227.966272091066,10923.400729751122,10848.735179123874,10949.856825116756,11099.357674716053,12261.740855130676,11130.938592959385,11601.775655951878,10969.673545982956,11551.050762933603,11380.911316567921,11187.649026214507,11450.464736912687,11809.895710511468,11606.332370974395,11501.604789187952,11864.14776780301,11113.37534311632
