Nombre del Audio,Frecuencia de Corte Óptima
G34_20180619_043200.wav,4670.539973403105
G34_20180618_213600.wav,5708.476668120996
G34_20180618_234400.wav,6082.913413536115
G34_20180619_001600.wav,5717.590661129972
G34_20180619_022400.wav,4848.8970438545875
G34_20180618_231200.wav,5214.233087488139
G34_20180619_040000.wav,5904.810269931527
G34_20180619_010400.wav,5744.264418025094
G34_20180618_151200.wav,7011.140181352076
G34_20180619_003200.wav,5438.530612188236
G34_20180618_204800.wav,5986.36242974784
G34_20180618_142400.wav,5689.50231329773
G34_20180619_015200.wav,4786.939658700745
G34_20180618_203200.wav,6225.853864020155
G34_20180618_212000.wav,5643.1637678525785
G34_20180619_004800.wav,5483.267052909633
G34_20180619_034400.wav,5133.053633715175
G34_20180619_032800.wav,5630.536302720072
G34_20180619_000000.wav,5566.0220623097985
G34_20180618_164800.wav,5578.142868730272
