Nombre del Audio,Frecuencia de Corte Óptima
G29_20180605_160000.wav,5194.369487690691
G29_20180611_043200.wav,5536.774095257091
G29_20180611_063000.wav,6270.843355788927
G29_20180608_050000.wav,5295.973364950541
G29_20180608_160000.wav,7148.93555375992
G29_20180606_123200.wav,5382.004303792787
G29_20180606_174500.wav,6048.782582638648
G29_20180609_063000.wav,5681.130113004564
G29_20180607_181500.wav,5610.742086653627
G29_20180608_012000.wav,5115.215724839036
G29_20180609_190000.wav,5366.041543738016
G29_20180605_232800.wav,4183.768986981176
G29_20180607_220800.wav,4534.379037581867
G29_20180608_145600.wav,5259.994041370475
G29_20180610_105600.wav,5579.06914563242
G29_20180609_124800.wav,5268.250904811047
G29_20180607_123200.wav,5197.770227619461
G29_20180607_140800.wav,5264.133781255539
G29_20180606_000000.wav,6206.483960333838
G29_20180605_164800.wav,5353.90595346789
