Nombre del Audio,Frecuencia de Corte Óptima
G03_20180512_032800.wav,5924.62822219867
G03_20180511_194500.wav,6032.936048868976
G03_20180512_234400.wav,5895.1560141878335
G03_20180513_000000.wav,5905.9117901832
G03_20180516_164800.wav,5764.501563379347
G03_20180511_220800.wav,6265.477226588762
G03_20180516_071500.wav,4799.410772743422
G03_20180517_093600.wav,5788.008761871455
G03_20180515_063000.wav,5926.32765250346
G03_20180513_041600.wav,6267.036089038224
G03_20180517_114400.wav,5553.579429974696
G03_20180513_163200.wav,5618.636164422615
G03_20180513_164800.wav,5636.241094220043
G03_20180513_104000.wav,5306.84829201289
G03_20180511_121600.wav,5297.840486718392
G03_20180516_051500.wav,4971.393802689157
G03_20180515_232800.wav,5753.373492591127
G03_20180513_060000.wav,6925.530783356436
G03_20180513_080000.wav,6098.275569483531
G03_20180517_120000.wav,5498.139102986549
