Nombre del Audio,Frecuencia de Corte Óptima
G37_20180606_151200.wav,5311.659935501676
G37_20180605_201600.wav,5515.9628317197075
G37_20180607_164800.wav,5324.460476149293
G37_20180609_171500.wav,5586.333886158132
G37_20180606_120000.wav,5609.5680676637185
G37_20180608_073000.wav,5901.5584820822505
G37_20180605_174500.wav,5377.949098976238
G37_20180605_151200.wav,5312.832633887608
G37_20180606_184500.wav,5879.277362258279
G37_20180607_154400.wav,5305.409427758184
G37_20180609_073000.wav,5849.489897540959
G37_20180609_124800.wav,5474.587389797664
G37_20180609_200000.wav,5020.213762800868
G37_20180605_180000.wav,5761.06354580971
G37_20180605_184500.wav,5807.775861412918
G37_20180611_050000.wav,6144.733644727887
G37_20180608_213600.wav,5567.1212283214745
G37_20180608_212000.wav,5411.900565191246
G37_20180607_102400.wav,5257.466481242437
G37_20180607_061500.wav,5890.02135059361
