Nombre del Audio,Frecuencia de Corte Óptima
G13_20180601_020800.wav,6012.018886688726
G13_20180529_183000.wav,5084.466373957965
G13_20180531_000000.wav,5714.003387454465
G13_20180603_025600.wav,5359.147843217393
G13_20180603_043200.wav,3386.406105390109
G13_20180601_105600.wav,5446.409039809062
G13_20180601_231200.wav,5113.272998198622
G13_20180529_080000.wav,5822.688103777917
G13_20180529_043200.wav,5828.246195537847
G13_20180531_144000.wav,5394.7625899258
G13_20180531_015200.wav,5902.869960795569
G13_20180528_180000.wav,5586.552888786867
G13_20180529_025600.wav,5711.301802761297
G13_20180602_070000.wav,1591.9285441524848
G13_20180602_133600.wav,5449.19385730795
G13_20180602_204800.wav,5511.483614496592
G13_20180530_200000.wav,5575.919021800382
G13_20180602_174500.wav,5633.402374174065
G13_20180531_032800.wav,5930.875272816509
G13_20180604_093600.wav,6288.807573447373
