Nombre del Audio,Frecuencia de Corte Óptima
G06_20180523_013600.wav,4830.11117577545
G06_20180523_024000.wav,5074.6020933471245
G06_20180525_111200.wav,5967.309888044287
G06_20180524_231200.wav,4979.061370198051
G06_20180525_041600.wav,5036.749629722438
G06_20180525_064500.wav,5847.6604112194045
G06_20180527_044800.wav,4592.359688297711
G06_20180524_144000.wav,6030.700108689749
G06_20180523_190000.wav,5292.404201765962
G06_20180525_212000.wav,5116.249369337312
G06_20180524_054500.wav,6028.445907089281
G06_20180525_080000.wav,6042.0032462172985
G06_20180526_032800.wav,4921.905458128302
G06_20180526_160000.wav,5933.81998171538
G06_20180522_232800.wav,5210.250557413072
G06_20180526_124800.wav,6168.6530295168595
G06_20180526_132000.wav,5870.5202622903935
G06_20180527_031200.wav,5386.655767972618
G06_20180527_025600.wav,5377.387683584623
G06_20180525_051500.wav,4956.592834075949
