Nombre del Audio,Frecuencia de Corte Óptima
G41_20180613_083200.wav,
G41_20180616_010400.wav,5829.608013735427
G41_20180612_200000.wav,5362.358083681845
G41_20180616_041600.wav,6257.678737518478
G41_20180613_184500.wav,5826.806586888841
G41_20180613_080000.wav,1943.7010503404713
G41_20180613_145600.wav,5689.443759223297
G41_20180617_190000.wav,5931.618003638531
G41_20180615_215200.wav,5768.082936330545
G41_20180617_080000.wav,5137.365704529084
G41_20180616_145600.wav,5527.900209816157
G41_20180612_164800.wav,5711.029861743383
G41_20180615_210400.wav,5144.641994896909
G41_20180615_010400.wav,5826.289106151465
G41_20180613_190000.wav,5919.546857470049
G41_20180618_061500.wav,5842.34522469865
G41_20180614_164800.wav,5613.278452971949
G41_20180618_044800.wav,6321.6023014702
G41_20180612_213600.wav,5787.61646176814
G41_20180615_123200.wav,4770.985339964682
