Nombre del Audio,Frecuencia de Corte Óptima
G58_20180704_001600.wav,5543.616053500727
G58_20180703_193000.wav,5641.7730045116705
G58_20180703_180000.wav,5253.907564877591
G58_20180703_191500.wav,5548.071686016477
G58_20180627_070000.wav,6088.640891613395
G58_20180704_015200.wav,5456.387985306512
G58_20180701_180000.wav,5356.823595670158
G58_20180704_004800.wav,5430.0684395913095
G58_20180703_204800.wav,5539.8110768675415
G58_20180630_193000.wav,5484.623390622508
G58_20180628_061500.wav,5499.8743786197965
G58_20180702_170000.wav,5915.790975710197
G58_20180704_090400.wav,4081.867022460071
G58_20180704_012000.wav,5414.2716779322445
G58_20180704_063000.wav,5402.403885903911
G58_20180701_191500.wav,5438.053920269566
G58_20180703_194500.wav,5663.248490327905
G58_20180629_173000.wav,5844.601039609375
G58_20180630_171500.wav,6749.567940802912
G58_20180702_171500.wav,5780.350410949323
