Nombre del Audio,Frecuencia de Corte Óptima
G24_20180529_152800.wav,5293.18010264585
G24_20180530_060000.wav,6137.297678633469
G24_20180530_074500.wav,6208.654768338482
G24_20180601_064500.wav,6076.940425181021
G24_20180603_193000.wav,5839.483396459143
G24_20180531_104000.wav,5331.493298407977
G24_20180530_063000.wav,6250.724646580712
G24_20180604_013600.wav,4342.19102775519
G24_20180603_145600.wav,6551.471606427622
G24_20180602_105600.wav,6636.664672258614
G24_20180604_083200.wav,5336.265303249684
G24_20180531_092000.wav,5346.730712299629
G24_20180531_154400.wav,5299.302588713792
G24_20180601_161600.wav,5787.570307693551
G24_20180601_173000.wav,4924.076588431082
G24_20180603_225600.wav,5809.454742302379
G24_20180530_132000.wav,5604.05842497228
G24_20180604_084800.wav,5420.284007255063
G24_20180531_070000.wav,6465.961527080326
G24_20180531_190000.wav,5578.201216193135
