Nombre del Audio,Frecuencia de Corte Óptima
G19_20180520_100800.wav,6756.443887208271
G19_20180526_120000.wav,5671.607307441463
G19_20180520_170000.wav,6372.858755215891
G19_20180525_012000.wav,5798.836977477586
G19_20180526_044800.wav,5116.600942062802
G19_20180524_063000.wav,5708.958672414084
G19_20180527_093600.wav,6653.738944587559
G19_20180520_130400.wav,5627.760767205684
G19_20180525_135200.wav,5244.770458664638
G19_20180523_144000.wav,5691.088295123172
G19_20180518_181500.wav,6152.879495444635
G19_20180522_040000.wav,5541.69259234057
G19_20180523_022400.wav,5635.716138701053
G19_20180523_053000.wav,6015.492825388608
G19_20180522_160000.wav,5701.890113458863
G19_20180522_114400.wav,5819.178110921547
G19_20180518_190000.wav,4757.4693220557565
G19_20180519_142400.wav,5460.306271066593
G19_20180519_121600.wav,5474.788311116394
G19_20180527_232800.wav,5744.972446740267
