Nombre del Audio,Frecuencia de Corte Óptima
G08_20180517_061500.wav,5528.180489597164
G08_20180516_174500.wav,5833.781962641926
G08_20180511_200000.wav,5501.522665446212
G08_20180511_064500.wav,5747.620267411746
G08_20180511_120000.wav,5269.767767851146
G08_20180513_191500.wav,5974.609493355396
G08_20180510_154400.wav,5249.7515021295285
G08_20180512_000000.wav,5340.140876231845
G08_20180511_004800.wav,5705.529734677813
G08_20180513_135200.wav,5370.220699954749
G08_20180514_001600.wav,5536.52166013651
G08_20180516_194500.wav,5772.024507368366
G08_20180514_161600.wav,5874.2188796832825
G08_20180516_034400.wav,5479.585485818164
G08_20180515_140800.wav,5435.925088018858
G08_20180511_210400.wav,5444.539397237413
G08_20180512_130400.wav,5019.4967469422745
G08_20180515_104000.wav,6208.115317667931
G08_20180515_161600.wav,5980.988931488757
G08_20180512_081600.wav,6140.679730298379
