Nombre del Audio,Frecuencia de Corte Óptima
G54_20180624_004800.wav,5760.346125898308
G54_20180624_171500.wav,5561.2082015278775
G54_20180622_152800.wav,5759.075402891926
G54_20180624_191500.wav,5938.336307838918
G54_20180623_053000.wav,5921.833287560446
G54_20180624_161600.wav,5545.882772463072
G54_20180623_025600.wav,5885.107148546929
G54_20180623_003200.wav,5639.096462003122
G54_20180622_193000.wav,5896.80754604088
G54_20180622_204800.wav,5953.7947890601035
G54_20180621_051500.wav,5749.9626655402935
G54_20180625_060000.wav,5968.057903607566
G54_20180623_180000.wav,5360.357593788753
G54_20180624_160000.wav,5550.908727295999
G54_20180620_224000.wav,5838.557005836301
G54_20180624_140800.wav,5717.663923884319
G54_20180624_183000.wav,5714.66907837202
G54_20180622_051500.wav,5576.786961485933
G54_20180624_043200.wav,6151.718623101379
G54_20180623_183000.wav,5525.877365135362
