Nombre del Audio,Frecuencia de Corte Óptima
G17_20180520_132000.wav,5646.725422701398
G17_20180527_222400.wav,6053.453707926802
G17_20180519_083200.wav,5978.218912241021
G17_20180519_135200.wav,5330.410335390903
G17_20180519_183000.wav,6457.08665068455
G17_20180525_132000.wav,5272.461794606489
G17_20180524_083200.wav,3363.863210286932
G17_20180524_044800.wav,5385.886020491941
G17_20180518_180000.wav,5878.847350835618
G17_20180521_013600.wav,5655.0417131872155
G17_20180522_100800.wav,5954.907923783668
G17_20180523_063000.wav,6704.928993850655
G17_20180524_080000.wav,4028.998893204481
G17_20180526_161600.wav,5336.898249690401
G17_20180527_184500.wav,6321.7978987623155
G17_20180519_112800.wav,5389.061851747385
G17_20180518_213600.wav,6352.270964221196
G17_20180518_135200.wav,5286.17895570421
G17_20180526_212000.wav,5896.364808499491
G17_20180527_121600.wav,5404.773982267565
