Nombre del Audio,Frecuencia de Corte Óptima
G36_20180618_102400.wav,6242.219039936925
G36_20180613_190000.wav,6557.877992733391
G36_20180614_013600.wav,5760.557646885293
G36_20180616_132000.wav,6907.740603791316
G36_20180615_144000.wav,6384.873026640901
G36_20180612_174500.wav,6780.530537383361
G36_20180613_104000.wav,6527.611143945495
G36_20180612_234400.wav,5868.4189471901445
G36_20180613_231200.wav,5861.945621870629
G36_20180612_224000.wav,5835.127538916171
G36_20180617_024000.wav,5826.085916142864
G36_20180617_140800.wav,5254.985381958685
G36_20180617_073000.wav,6391.492438106362
G36_20180618_060000.wav,6270.894983247269
G36_20180614_041600.wav,5792.3507696230745
G36_20180612_152800.wav,6369.182272634176
G36_20180615_092000.wav,5289.518147287853
G36_20180615_034400.wav,5892.62571737447
G36_20180616_111200.wav,6620.01757393086
G36_20180614_231200.wav,6183.353251707539
