Nombre del Audio,Frecuencia de Corte Óptima
G40_20180616_163200.wav,5454.87634480332
G40_20180614_191500.wav,6918.354993391872
G40_20180613_191500.wav,6298.541703992084
G40_20180612_181500.wav,6254.485182987293
G40_20180614_073000.wav,6110.517757890579
G40_20180615_031200.wav,5665.532639847659
G40_20180616_061500.wav,5900.40018290131
G40_20180615_160000.wav,5271.960451411717
G40_20180617_073000.wav,5597.692889708907
G40_20180614_215200.wav,5873.992919184779
G40_20180615_061500.wav,6645.292411532414
G40_20180615_001600.wav,5538.722742254901
G40_20180615_174500.wav,5483.525878157306
G40_20180618_053000.wav,5945.808442183857
G40_20180616_232800.wav,5810.849263113844
G40_20180616_204800.wav,6146.419534857556
G40_20180615_104000.wav,4706.691891205072
G40_20180615_054500.wav,5783.222727037189
G40_20180612_173000.wav,5346.725052068832
G40_20180617_154400.wav,5264.143550988287
