Nombre del Audio,Frecuencia de Corte Óptima
G47_20180628_154400.wav,6037.609601419978
G47_20180629_181500.wav,5415.940196292163
G47_20180630_034400.wav,6150.168848579665
G47_20180630_183000.wav,5573.192795071291
G47_20180626_154400.wav,5759.1909819490465
G47_20180629_074500.wav,6552.352014192456
G47_20180630_204800.wav,5967.759682560714
G47_20180626_160000.wav,5642.005796031248
G47_20180626_120000.wav,5643.423337667462
G47_20180628_050000.wav,4910.594126777293
G47_20180626_191500.wav,5631.095206824249
G47_20180627_200000.wav,5160.129269281982
G47_20180628_220800.wav,4410.611140518094
G47_20180626_173000.wav,5568.137117676588
G47_20180702_191500.wav,5712.390933743422
G47_20180627_160000.wav,5871.910456582187
G47_20180704_071500.wav,6328.724107218792
G47_20180627_183000.wav,5735.521836204903
G47_20180629_171500.wav,5847.202570352329
G47_20180628_180000.wav,5891.153146735345
